Date,Close
2024-05-17,168.61489868164062
2024-05-20,169.16209411621094
2024-05-21,169.6702117919922
2024-05-22,169.7288360595703
2024-05-23,173.1292724609375
2024-05-24,173.2465362548828
2024-05-27,174.82949829101562
2024-05-28,173.2074432373047
2024-05-29,171.72219848632812
2024-05-30,172.093505859375
2024-05-31,172.2303009033203
2024-06-03,174.0868682861328
2024-06-04,170.2955780029297
2024-06-05,174.73179626464844
2024-06-06,171.66355895996094
2024-06-07,170.45191955566406
2024-06-10,170.45191955566406
2024-06-11,168.51719665527344
2024-06-12,174.0282440185547
2024-06-13,166.93421936035156
2024-06-14,161.95082092285156
2024-06-17,164.25686645507812
2024-06-18,164.58909606933594
2024-06-19,164.3936767578125
2024-06-20,166.44564819335938
2024-06-21,164.3545684814453
2024-06-24,167.129638671875
2024-06-25,165.70303344726562
2024-06-26,165.35125732421875
2024-06-27,169.57249450683594
2024-06-28,169.74838256835938
2024-07-01,173.07064819335938
2024-07-02,170.8427734375
2024-07-03,172.7188720703125
2024-07-04,173.28561401367188
2024-07-05,173.07064819335938
2024-07-08,173.1097412109375
2024-07-09,169.29888916015625
2024-07-10,172.34756469726562
2024-07-11,174.80995178222656
2024-07-12,179.94970703125
2024-07-15,176.74468994140625
2024-07-16,177.4091339111328
2024-07-17,174.32138061523438
2024-07-18,166.6215362548828
2024-07-19,166.54336547851562
2024-07-22,169.29888916015625
2024-07-23,169.65066528320312
2024-07-24,167.5205078125
2024-07-25,164.96041870117188
2024-07-26,165.9375457763672
2024-07-29,164.0028076171875
2024-07-30,164.64772033691406
2024-07-31,165.54669189453125
2024-08-01,160.7782440185547
2024-08-02,154.19235229492188
2024-08-05,151.59315490722656
2024-08-06,150.47921752929688
2024-08-07,152.3748779296875
2024-08-08,155.56033325195312
2024-08-09,153.58651733398438
2024-08-12,153.60606384277344
2024-08-13,155.30628967285156
2024-08-14,155.65805053710938
2024-08-15,158.98031616210938
2024-08-16,159.46888732910156
2024-08-19,160.50465393066406
2024-08-20,160.07472229003906
2024-08-21,161.0909423828125
2024-08-22,161.11048889160156
2024-08-23,163.2797393798828
2024-08-26,163.96372985839844
2024-08-27,163.2992706298828
2024-08-28,164.37411499023438
2024-08-29,166.32839965820312
2024-08-30,166.03524780273438
2024-09-02,166.66061401367188
2024-09-03,164.27639770507812
2024-09-04,162.90841674804688
2024-09-05,161.4427032470703
2024-09-06,157.4559783935547
2024-09-09,158.8826141357422
2024-09-10,158.64810180664062
2024-09-11,158.43312072753906
2024-09-12,160.5437469482422
2024-09-13,160.30921936035156
2024-09-16,159.1757354736328
2024-09-17,162.556640625
2024-09-18,161.9312744140625
2024-09-19,166.03524780273438
2024-09-20,162.84979248046875
2024-09-23,163.6705780029297
2024-09-24,166.44564819335938
2024-09-25,168.59535217285156
2024-09-26,177.5850372314453
2024-09-27,178.67941284179688
2024-09-30,177.1941680908203
2024-10-01,175.7480010986328
2024-10-02,176.49063110351562
2024-10-03,175.4744110107422
2024-10-04,178.69895935058594
2024-10-07,180.1646728515625
2024-10-08,176.06068420410156
2024-10-09,180.2428436279297
2024-10-10,179.16798400878906
2024-10-11,181.59129333496094
2024-10-14,181.02455139160156
2024-10-15,178.6598663330078
2024-10-16,176.8619384765625
2024-10-17,180.06695556640625
2024-10-18,181.35678100585938
2024-10-21,180.8682098388672
2024-10-22,179.30479431152344
2024-10-23,177.057373046875
2024-10-24,175.35716247558594
2024-10-25,176.29519653320312
2024-10-28,177.6827392578125
2024-10-29,176.92056274414062
2024-10-30,175.37669372558594
2024-10-31,174.32138061523438
2024-11-01,177.37005615234375
2024-11-04,177.15509033203125
2024-11-05,179.79335021972656
2024-11-06,179.89108276367188
2024-11-07,183.68235778808594
2024-11-08,178.89439392089844
2024-11-11,181.59129333496094
2024-11-12,173.8719024658203
2024-11-13,175.29852294921875
2024-11-14,183.8973388671875
2024-11-15,183.11561584472656
2024-11-18,179.79335021972656
2024-11-19,173.77418518066406
2024-11-20,172.52345275878906
2024-11-21,171.97625732421875
2024-11-22,173.50057983398438
2024-11-25,176.68606567382812
2024-11-26,176.19749450683594
2024-11-27,174.88812255859375
2024-11-28,174.88812255859375
2024-11-29,178.97256469726562
2024-12-02,183.81915283203125
2024-12-03,185.8516082763672
2024-12-04,187.5127410888672
2024-12-05,188.64622497558594
2024-12-06,189.27159118652344
2024-12-09,189.7015380859375
2024-12-10,189.7015380859375
2024-12-11,191.04998779296875
2024-12-12,189.56472778320312
2024-12-13,187.004638671875
2024-12-16,185.9688720703125
2024-12-17,188.50942993164062
2024-12-18,190.26828002929688
2024-12-19,185.10899353027344
2024-12-20,184.93309020996094
2024-12-23,184.6595001220703
2024-12-27,185.2653350830078
2024-12-30,185.2653350830078
2025-01-02,184.79629516601562
2025-01-03,182.50979614257812
2025-01-06,188.665771484375
2025-01-07,189.11524963378906
2025-01-08,189.11524963378906
2025-01-09,192.1053009033203
2025-01-10,190.0532989501953
2025-01-13,188.7634735107422
2025-01-14,189.52565002441406
2025-01-15,191.10861206054688
2025-01-16,190.69821166992188
2025-01-17,196.2581329345703
2025-01-20,197.18641662597656
2025-01-21,197.18641662597656
2025-01-22,202.41409301757812
2025-01-23,204.2218017578125
2025-01-24,204.2218017578125
2025-01-27,196.79554748535156
2025-01-28,195.47642517089844
2025-01-29,198.7009735107422
2025-01-30,200.45980834960938
2025-01-31,202.7072296142578
2025-02-03,197.47955322265625
2025-02-04,197.2352752685547
2025-02-05,196.64898681640625
2025-02-06,203.29351806640625
2025-02-07,202.7072296142578
2025-02-10,202.7072296142578
2025-02-11,209.98690795898438
2025-02-12,207.2020721435547
2025-02-13,222.24998474121094
2025-02-14,225.1999969482422
2025-02-17,227.0
2025-02-18,226.1999969482422
2025-02-19,220.35000610351562
2025-02-20,221.25
2025-02-21,221.4499969482422
2025-02-24,218.10000610351562
2025-02-25,216.60000610351562
2025-02-26,223.4499969482422
2025-02-27,220.60000610351562
2025-02-28,221.1999969482422
2025-03-03,225.9499969482422
2025-03-04,213.3000030517578
2025-03-05,231.5500030517578
2025-03-06,243.0
2025-03-07,234.3000030517578
2025-03-10,228.39999389648438
2025-03-11,223.1999969482422
2025-03-12,226.85000610351562
2025-03-13,226.5
2025-03-14,231.75
2025-03-17,234.3000030517578
2025-03-18,237.0
2025-03-19,236.6999969482422
2025-03-20,234.4499969482422
2025-03-21,228.85000610351562
2025-03-24,228.85000610351562
2025-03-25,228.89999389648438
2025-03-26,224.5
2025-03-27,221.5500030517578
2025-03-28,216.0
2025-03-31,211.89999389648438
2025-04-01,214.75
2025-04-02,214.75
2025-04-03,197.47999572753906
2025-04-04,185.6199951171875
2025-04-07,176.60000610351562
2025-04-08,182.74000549316406
2025-04-09,177.16000366210938
2025-04-10,186.94000244140625
2025-04-11,180.67999267578125
2025-04-14,185.6999969482422
2025-04-15,185.3000030517578
2025-04-16,186.13999938964844
2025-04-17,187.02000427246094
2025-04-22,189.32000732421875
2025-04-23,196.5
2025-04-24,200.64999389648438
2025-04-25,200.64999389648438
2025-04-28,205.0500030517578
2025-04-29,202.25
2025-04-30,201.9499969482422
2025-05-02,209.8000030517578
2025-05-05,211.25
2025-05-06,208.9499969482422
2025-05-07,209.14999389648438
2025-05-08,213.1999969482422
2025-05-09,214.0500030517578
2025-05-12,221.75
2025-05-13,225.14999389648438
2025-05-14,225.14999389648438
2025-05-15,221.85000610351562
2025-05-16,219.9499969482422
