Date,MarketPrice,Simulated_1Y_FixedVol,Simulated_2Y_FixedVol
2024-10-30,971.33,925.1546297246846,940.8473709446881
2024-10-31,967.53,928.7863059910918,963.5166222881624
2024-11-01,974.52,931.0250956874194,954.8222542669167
2024-11-04,974.63,917.082110865409,962.6668754142561
2024-11-05,978.78,919.9025173907207,954.3548088197384
2024-11-06,976.26,903.3950152380679,960.3677628335338
2024-11-07,986.27,933.8182458542024,970.1035543385548
2024-11-08,977.11,925.1138501564916,973.478625872512
2024-11-11,982.1,950.2494319451179,964.5381433379617
2024-11-12,971.49,914.2774319378908,955.4481205734364
2024-11-13,972.91,920.0900760901975,947.9308661126988
2024-11-14,982.32,922.5312003004567,973.8042939067683
2024-11-15,984.45,931.8006564157361,973.2448053141243
2024-11-18,979.85,918.389970916616,962.3948545901668
2024-11-19,961.79,927.5163731311238,940.177507450839
2024-11-20,959.93,921.1893999833014,956.2250861087779
2024-11-21,959.23,903.3287934968588,936.9268814487903
2024-11-22,962.32,926.6744108036403,940.5025481998734
2024-11-25,972.22,923.815080201059,951.8867723338666
2024-11-26,970.11,924.1845781459299,953.7894878096563
2024-11-27,971.7,917.2151494260801,944.4769120866921
2024-11-28,974.71,913.7731501818604,943.2957072789518
2024-11-29,980.84,940.4877793885183,957.9146497635489
2024-12-02,986.07,940.212369743454,965.0147468974129
2024-12-03,990.3,940.4994267102994,974.2683681745928
2024-12-04,994.81,937.8616394176782,978.7936156121168
2024-12-05,995.32,942.4366321907992,963.8810853692007
2024-12-06,997.48,944.2880639947823,957.5431208757652
2024-12-09,996.64,940.0192320999948,968.793141916173
2024-12-10,995.39,949.0381330649867,976.0269061829571
2024-12-11,998.77,945.1163951415795,978.2011190686687
2024-12-12,994.78,948.7532700809608,956.1528897039848
2024-12-13,991.51,966.7103469163715,973.082035257919
2024-12-16,990.87,952.4666877570977,984.7395702842148
2024-12-17,994.9,953.3083858058052,977.2738509104117
2024-12-18,997.12,952.87622342914,976.4657336010639
2024-12-19,989.68,946.0096657023328,954.8493513044175
2024-12-20,990.22,936.9027399822958,945.410054126459
2024-12-23,988.59,937.091472485109,977.1748523692728
2024-12-27,990.58,936.4620024396038,975.4111328022874
2024-12-30,991.1,953.333768093872,980.0738290448867
2025-01-02,988.79,945.0411778002887,975.7805612505495
2025-01-03,985.36,939.4330916400572,955.9537093198575
2025-01-06,995.07,946.2316765678505,963.5384771921106
2025-01-07,996.97,950.682931676607,959.592905894577
2025-01-08,998.01,961.436073602084,973.6170829010662
2025-01-09,999.81,954.295078978965,968.0826651973573
2025-01-10,996.12,955.5385100504587,980.9043030956811
2025-01-13,995.73,953.2833110558549,966.7477475023304
2025-01-14,997.05,949.6469491456779,984.2645088868695
2025-01-15,1000.54,930.0772905241695,967.9752086798164
2025-01-16,999.2,947.4703782127281,987.5399134274675
2025-01-17,1007.24,961.1549009983438,991.515237257362
2025-01-20,1007.17,952.152951325024,986.5540099001923
2025-01-21,1009.71,964.6258390450274,981.5013303263949
2025-01-22,1013.86,965.8588608652698,1005.0460811032974
2025-01-23,1015.67,961.140536270069,998.1727676651752
2025-01-24,1015.64,975.0901017847951,996.6499490873088
2025-01-27,1006.45,969.3771352989006,992.4960926999715
2025-01-28,1006.49,965.4802211881936,994.8376833690427
2025-01-29,1011.41,962.995243176736,982.2472081048934
2025-01-30,1013.1,963.702814749806,985.0149903746983
2025-01-31,1015.22,960.4948086591754,996.9789833730061
2025-02-03,1011.74,965.6857145169587,982.452295952298
2025-02-04,1011.87,964.3366752281727,994.5500242599799
2025-02-05,1009.24,965.619892247819,981.3575739418958
2025-02-06,1016.68,982.1111569892503,996.6611663530392
2025-02-07,1014.02,978.4261449867724,988.6605158982779
2025-02-10,1019.1,971.2805996249042,978.9854339152992
2025-02-11,1022.89,973.3902031605735,1002.5136513791017
2025-02-12,1023.39,971.0901159394114,999.1103037817043
2025-02-13,1034.23,1002.8621899281219,1024.437129738088
2025-02-14,1036.68,998.3824696441095,1015.3952946765701
2025-02-17,1037.93,998.2780163356451,1026.4184179360461
2025-02-18,1038.49,1014.6064307197753,1013.8011908620556
2025-02-19,1035.25,991.7677014504471,1013.2843510935684
2025-02-20,1034.27,984.4383936707147,1020.7191472555521
2025-02-21,1033.69,1004.0451467047532,1014.9969585287874
2025-02-24,1031.45,998.1943898030353,1013.3747149122862
2025-02-25,1032.58,984.8372821372584,1001.814753167853
2025-02-26,1037.77,984.9152585883609,1024.7625913033112
2025-02-27,1035.31,1006.9424716670504,1011.1111768364108
2025-02-28,1035.36,982.0370098828853,1013.1105589900178
2025-03-03,1036.36,1004.1741430110701,1020.5003854494645
2025-03-04,1026.09,983.6870697751817,1003.7454098191574
2025-03-05,1036.15,1005.2587476177308,1034.952147236253
2025-03-06,1040.14,1001.0318203975761,1031.2063317692841
2025-03-07,1037.04,1009.2510600771278,1026.4812839159576
2025-03-10,1031.36,1004.5563354832469,1019.3652597989328
2025-03-11,1027.81,995.4304515777841,1012.4296807511381
2025-03-12,1029.72,1013.471945362882,1004.9523427565615
2025-03-13,1032.19,990.4111782205832,1019.7282103278453
2025-03-14,1036.92,1003.8193958577485,1032.692836713491
2025-03-17,1039.71,1000.2343010670392,1018.931901469866
2025-03-18,1042.21,1001.2469380504691,1024.066374954273
2025-03-19,1041.95,1011.9492200200008,1028.672260742708
2025-03-20,1042.34,1014.1965432567612,1014.5802460990737
2025-03-21,1040.45,998.6159913829351,1020.2457270149307
2025-03-24,1039.61,989.020914496372,1009.5836810231126
2025-03-25,1043.05,1003.4166453534718,1024.177810690278
2025-03-26,1040.62,993.1959711701437,1016.0489302148089
2025-03-27,1038.78,997.8138008000105,1005.784599913076
2025-03-28,1037.03,994.8682832987266,1011.3242838443506
2025-03-31,1030.83,975.2901648840099,1009.0661317184222
2025-04-01,1035.21,979.8040444152539,1000.0323929934711
2025-04-02,1035.03,980.7368323948867,1008.3980000121333
2025-04-03,1009.19,962.7516529396644,992.691886131722
2025-04-04,985.11,936.1566449481176,958.788687868549
2025-04-07,963.41,932.2068068451146,959.9863257091976
2025-04-08,992.18,938.7623713962438,966.99953995293
2025-04-09,975.34,946.009079398868,957.6192457652202
2025-04-10,1001.86,946.0921950721398,969.7836512652407
2025-04-11,982.01,920.3174406846027,942.9067570405939
2025-04-14,998.76,944.7886989629978,975.3038975981402
2025-04-15,997.55,940.6594018938495,969.2488994069104
2025-04-16,998.21,940.9457142891431,974.5764019762134
2025-04-17,1001.5,945.4248290560222,966.9536890731861
2025-04-22,1006.41,961.8309783312562,965.7238073318351
2025-04-23,1018.0,971.0718688821487,994.0186211984159
2025-04-24,1022.82,969.6729502064824,997.5237322253168
2025-04-25,1029.35,965.2782245297482,987.6327320680798
2025-04-28,1027.6,959.7546183352648,994.1665514623155
2025-04-29,1023.93,986.4155984037095,990.2339795895851
2025-04-30,1023.74,970.9389620096773,986.1757527606181
2025-05-02,1034.63,968.626618177371,1009.994258669181
2025-05-05,1035.99,988.2937538602614,1007.1869263244271
2025-05-06,1032.51,984.9503310716054,1009.5748734471216
2025-05-07,1033.95,993.186417988516,998.2073367784535
2025-05-08,1039.42,981.8353988271538,1011.7928707176051
2025-05-09,1040.86,984.9885546365706,1011.5827465682139
2025-05-12,1047.72,996.6709943767489,1014.8078067242201
2025-05-13,1051.74,1013.0321013564952,1014.9739439495077
2025-05-14,1052.28,993.4027977837841,1021.2102134601945
2025-05-15,1055.8,994.0679489649444,1021.5837296956571
2025-05-16,1054.94,993.8371703917962,1007.7531501862053
